id,subject,body,label
11,주택담보대출 최고 이율을 받아보세요!,"주택담보대출 최고 이율을 받아보세요! 당신이 제거되고 싶다면 향후 메일에서는 제목에 삭제라고 기재하거나 전화로 회신해 주시기 바랍니다. 888 - 418 - 2575 . 대출 기관을 보자 경쟁하다 당신의 사업! 여기를 클릭하세요 현금 재융자 지분 없음 2차 신탁 증서 부채 통합 소득 확인 없음 가장 경쟁력 있는 금리! 간단한 사전 자격 양식을 작성하시면 됩니다. 경쟁적인 대출 제안을 받게 될 것입니다. 자주 최대 3개의 대출 기관에서 몇 분 안에! 여기를 클릭하세요 이 서비스 이용에 대해 소비자에게 부과되는 수수료는 전혀 없습니다. 저작권?ffffa 9 1999, 2000 eworld 마케팅, Inc. 888 - 418 - 2575 이는 돈을 빌려 달라는 권유나 제안이 아닙니다. 이월드 마케팅은 대출 기관, 중개인 또는 중개인이 아닙니다. 기타 금융 중개자. 우리는 마케팅 회사입니다 모기지 업계에 서비스를 제공하는 회사입니다.",spam
12,re: qian ( Frank ) feng 연구 그룹과의 인터뷰,"re: qian ( Frank ) feng 연구 그룹과의 인터뷰 안녕하세요 molly: 이제 Frank 의 인터뷰 일정 을 잡아야 할 때가 된 것 같아요 . 우리는하고 싶습니다 2월 1일쯤에 그를 데려오세요(크리슈나가 돌아올 때). 그에게 연락해서 그에게 좋은 시간이 언제인지 알아보십시오. 이력서와 면접요청서 첨부합니다. - 엔론_이력서 . 문서 - - - - - - - - - - - - - - - - - - - - - - 2001년 1월 16일에 Shirley Crenshaw / hou / 요법으로 전달됨 오전 09시 42분 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 엔론 북미 법인. 보낸 사람: molly magee 2000년 12월 20일 오후 5시 35분 받는 사람: 셜리 크렌쇼 / 허우 / 요법 @ 요법 참조: 제목 : re : qian ( Frank ) feng 연구 그룹과의 인터뷰 너도 마찬가지야, 셜리. 다시 연락드리겠습니다. 몰리 셜리 크렌쇼 2000년 12월 20일 02시 : 오후 7시 받는 사람: cheryl arguijo / enron _ development @ enron _ development , molly magee / 허우 / 요법 @ 요법 참조: 주제 : Qian ( Frank ) Feng 연구 그룹과의 인터뷰 안녕하세요, 몰리와 셰릴: 첨부된 파일 은 Frank 의 이력서 입니다 . 아직 우리가 원하는 만큼 시간이 꽤 남아 있어 1월 25일 크리슈나가 돌아온 후에 이 일정을 잡으세요. 이 직책은 연구 그룹을 직접 위한 것이며 다음을 포함합니다. Vince 의 직속 부하 직원 모두 입니다 . 감사합니다. 즐거운 성탄절 보내시고 새해 복 많이 받으세요! !",ham
13,인도의 엔론,"인도 마크의 엔론, 두 점 . 1 . 당신은 아마 이미 그것에 대해 알고 있을 것입니다. 아바이 메타(Abhay Mehta), 『힘』의 저자 재생 "" 은(는) 미국 여행 . 에 대한 정보를 살펴보시기 바랍니다. 지난 일요일 모임 스탠포드 대학에서. 웹사이트 주소는 아래에 나와 있습니다. 내 아내가 갔다 프레젠테이션을 보고 그것이 엔론에 대해 상당히 비판적이라고 말했습니다. 약 40 사람들이 참석했습니다. 2 . 나는 베일러 대학교의 재무 교수인 존 마틴으로부터 접근을 받았습니다. 공동으로 작성하다 금융 저널에 대한 엔론 학술 논문. 그는 한 가지 일을 하고 싶었어요 ebs에 올라온 기사. 제가 다른 주제를 제안했습니다: 엔론 - 회사 사례 연구 스스로를 재창조하는 것입니다. 나는 John에게 몇 가지 점을 지적했습니다. . 엔론의 진화는 단지 우연히 일어난 것이 아니다. 그것은 광범위한 구현의 결과였습니다. 경영진이 개발한 전략. 비. 엔론은 진화하는 과정에서 환경을 바꾸었습니다. 내가 올라왔어 용어로 ""반응적 진화""와 반대되는 ""적극적 진화"". c. 전략에는 품질 강조를 포함한 많은 요소가 포함되었습니다. 인적 자원, 위험 감수 및 직원에 대한 기업 태도 변화 권한 부여 . 디. Enron의 경험과 일치하는 회사는 거의 없습니다. 성과 . 이 논문은 기업 관련 MBA 과정의 표준 독서 자료가 될 수 있습니다. 전략 우리의 채용 활동에 큰 도움이 될 것입니다. 논문을 작성하려면 켄, 제프 및 기타 몇 가지 핵심 인물과의 인터뷰가 필요합니다. 플레이어. 그것에 대해 어떻게 생각하는지 알려주세요. John은 이 논문을 보고 정말 신이 났습니다. 빈스 - - - - - - - - - - - - - - - - - - - - - - 2000년 9월 10일에 vince j kaminski / hou / 요법으로 전달됨 오전 08시 07분 - - - - - - - - - - - - - - - - - - - - - - - - - - - - vkaminski@aol . com 2000년 10월 7일 오후 05시 29시 41분 받는 사람: vkamins@enron. com 참조: 주제 : 엔론 http://www. 스탠포드. 교육/그룹/시아/ 스탠포드 인도 협회",ham
14,"""협상능력이 있는 회사"" 견적 업데이트","""협상능력이 있는 회사"" 견적 업데이트 ""협상 능력이 있는 회사"" 견적 업데이트 ""규칙을 배우면 규칙을 올바르게 깨는 방법을 알 수 있습니다."" - - 달라이 라마 최신 ""스티브의 조언을 구하세요""를 꼭 읽어보세요. Steven p가 제공한 답변이 포함된 기사. 코헨. 우리의 현재 온라인 아카이브에는 방문자에 대한 226개의 응답이 포함되어 있습니다. 질문 . 스티브에게 조언을 구하세요 http://www. 협상 기술 ​​. com / qa . HTML 만약 그들이 내 작품을 자신의 것으로 팔면 나는 어디로 떠나게 될까요? 필요 대 원하는 것 그 사람의 거짓말이 날 미치게 만들어 우리 회사로부터 추가 학비 지원을 받으려면 어떻게 해야 합니까? 나는 나쁜 거래에 동의했습니다. 나는 무엇을 해야 합니까? 감사합니다. ""협상""에 관심을 가져주셔서 감사합니다. 기술 회사 "" . 수신하지 않기로 선택해야 합니까? 앞으로 ""인용문""이 이 메시지에 답장을 보내면 됩니다. 구독 취소라는 단어와 함께 제목이나 본문 메시지. * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 협상 기술 회사, Inc. http://www. 협상 기술 ​​. com / 이메일: tnsc @negotiationskills. com",ham
15,비슷한,유사한 알림 경고: 문의해 주셔서 감사합니다. 두 대출 기관이 귀하에게 거래 제안에 관심이 있다는 통보를 받았습니다. 이 특별 제안의 경우 과거 신용 기록은 중요한 요소가 아니라는 점을 기억하십시오. 당사의 기록이 정확한지 확인하려면 당사의 안전한 비공개 사이트에서 귀하의 정보를 당사의 약관에 따라 확인하시기 바랍니다. 좋은 하루 보내세요 - - 코트니 힉맨 수석 컨설턴트 - 저가 고문 inc. 이 이메일이 실수로 귀하에게 전달된 경우 알려 주시기 바랍니다... 고맙습니다 http://엄마. 사람들은 필요합니다. 그물,spam
16,바늘 / 토폭 가격 차이,"바늘 / 토폭 가격 차이 나는 내 계정 중 일부와 그들의 의견에 관해 일상적인 대화를 나눴습니다. 가격 차이를 채우기 위해 바늘에 영향을 미치는 시장 역학. 각 고객은 토폭가스의 공급 측면 역학에 더 중점을 두었습니다. 필요한 증분 주 내 운송 비용이 아닌 공급품 바늘의 주요 원동력으로 PG & E Citygate로 운송 가격 차이를 해결하기 위해. 고객으로부터 반복적으로 들은 주제는 다음과 같습니다. 엘파소 상인 서비스 (epms) 1 . 2bcf 계약의 블록 ii 용량(500mmcf/d의 페름기) 페이지 & 전자 / toock 용량, $. 065 전송률)은 회상 가능한 측면을 가지고 있습니다. 만약에 epms는 블록 ii 용량을 다른 용량으로 운송하는 가스를 예약합니다. PG & E / toock 이외의 캘리포니아 배송 지점, 다른 당사자는 pg & e / toock에 대한 자체 사용 용량을 기억하십시오. 현재 듀크는 100mmcf/d를 리콜했으며 PG & E 에너지 트레이딩도 100mmcf/d를 리콜했습니다. 페름기 가스를 pg & e/toock으로 운반하는 데 사용됩니다. ( 참고 - epmc는 다시 기억할 수 있습니다. 하지만 그들은 그렇게 하지 않기로 결정했습니다). 이러한 추가 토폭 블록 ii 용량에 따라 Duke 및 PG & E 에너지 거래에서 공급되는 공급량은 Topock에서 PG & E에 가스 공급 과잉을 제공하는 것으로 간주됩니다. 이 가스 말린가스 가격과 정면으로 경쟁하고 있습니다. 예를 들어 오늘의 말린 가격은 4달러입니다. 62 pg & e / toock 가격은 $ 4입니다. 69 . 오늘의 현금 가격 바늘과 toock의 차이는 $ 입니다. 60보다 훨씬 크다. 이전에는 $ 로 가정했습니다. 주 내 비용으로 인한 28 차액 도시 관문까지 토폭 가스를 가져가는 데 필요합니다. 다른 사람이 이에 대한 추가 시장 정보나 의견을 갖고 있는 경우 시장 역학에 대해서는 다음 직원 회의에서 더 자세히 논의하겠습니다. CS",ham
17,>> 국내 최고의 모기지 금리!,">> 국내 최고의 모기지 금리! ?ffffa 9 저작권 2002 - 더 이상 우리를 좋아하지 않을 경우 모든 권리 보유 귀하에게 연락하거나 귀하가 이 이메일을 잘못 받았다고 생각하는 경우, 여기를 클릭해 주세요 구독 취소",spam
18,영국 드리프트,"영국 드리프트 마이크, 2001년의 드리프트 분석과 예상되는 신규 거래를 제공해 주십시오. 2001년 총장부잔고의 PV에 미치는 영향. 이는 환율 및 통화 그룹에 대한 합리적인 요청이지만 저는 그렇지 않습니다. 이 요청을 뒷받침하는 목표를 당신에게 제공해야 할 것 같아요. 쉴라 - - - - - - - - - - - - - - - - - - - - - - Sheila Glover / hou / 요법에 의해 전달됨 2000년 11월 6일 09 : 23 오전 - - - - - - - - - - - - - - - - - - - - - - - - - - - 보낸 사람 : 쉴라 글로버 2000년 1월 11일 07시 오후 2시 받는 사람: 마이크 조던 / lon / 요법 @ 요법, 베스 아폴로 / lon / 요법 @ 요법 참조: 게리 히커슨 / hou / 요법 @ 요법, 셰인 달만 / lon / 요법 @ 요법 주제 : 영국 드리프트 마이크와 베스, 2001년 예산을 위해 제출된 드리프트 번호 사본과 Enron Europe에 대한 분석 사본. 나는 또한 다음 사항을 반영하는 2001년에 예상되는 새로운 거래의 사본을 원합니다. 총 장부 잔액의 PV 평균 증가/또는 감소. 나는 필요하다 이 정보는 백분율이 아닌 달러 기준입니다. 나 새로운 거래를 해야 해 gbp , nok 및 eur 에 대해 별도로. 우리는 드리프트를 검토하고 있으며 예상 금리 포지션 vs. 예상되는 2001년 경제 상황. 감사해요 . 쉴라",ham
19,고정 가격 스왑 프로필,"고정 가격 스왑 프로필 [ [ enron 42 . xls: enron 42의 2599 . xls ] ] 대런, 기다려주셔서 감사합니다. 가볼 시간 있으면 나한테 전화해. 이 . 패트리샤 앤더슨 512 - 370 - 8280 - 엔론 42 . xls",ham
20,일정 크롤러: 한 시간 앞당겨 실패,일정 크롤러: 시간 전 실패 시작 날짜: 1/21/02 ; 한 시간 앞당겨 : 18 ; 한 시간 앞선 일정 다운로드에 실패했습니다. 수동 개입이 필요합니다. 로그 메시지: 구문 분석 파일 - - > > o : \ portland \ westdesk \ california 스케줄링 \ iso 최종 일정 \ 2002012118 . txt 오류: dbcaps 97 데이터: 닫힌 데이터베이스에서는 이 작업을 수행할 수 없습니다. ! ! ! 알 수 없는 데이터베이스. 별칭 : dbcaps 97 데이터 ! ! ! 알 수 없는 데이터베이스. 별칭 : dbcaps 97 데이터 ! ! ! 알 수 없는 데이터베이스. 별칭 : dbcaps 97 데이터 오류: dbcaps 97 데이터: 닫힌 데이터베이스에서는 이 작업을 수행할 수 없습니다. ! ! ! 알 수 없는 데이터베이스. 별칭 : dbcaps 97 데이터 ! ! ! 알 수 없는 데이터베이스. 별칭 : dbcaps 97 데이터 ! ! ! 알 수 없는 데이터베이스. 별칭 : dbcaps 97 데이터 오류: dbcaps 97 데이터: 닫힌 데이터베이스에서는 이 작업을 수행할 수 없습니다. ! ! ! 알 수 없는 데이터베이스. 별칭 : dbcaps 97 데이터 ! ! ! 알 수 없는 데이터베이스. 별칭 : dbcaps 97 데이터 오류: dbcaps 97 데이터: 닫힌 데이터베이스에서는 이 작업을 수행할 수 없습니다. 오류: dbcaps 97 데이터: 닫힌 데이터베이스에서는 이 작업을 수행할 수 없습니다. 오류: dbcaps 97 데이터: 닫힌 데이터베이스에서는 이 작업을 수행할 수 없습니다. ! ! ! 알 수 없는 데이터베이스. 별칭 : dbcaps 97 데이터 ! ! ! 알 수 없는 데이터베이스. 별칭 : dbcaps 97 데이터 ! ! ! 알 수 없는 데이터베이스. 별칭 : dbcaps 97 데이터 ! ! ! 알 수 없는 데이터베이스. 별칭 : dbcaps 97 데이터 ! ! ! 알 수 없는 데이터베이스. 별칭 : dbcaps 97 데이터 ! ! ! 알 수 없는 데이터베이스. 별칭 : dbcaps 97 데이터 오류: dbcaps 97 데이터: 닫힌 데이터베이스에서는 이 작업을 수행할 수 없습니다.,ham
